"","AC001A","AC002A","AC002B","AC003A","AC004A","AC013A","AC014A","AC014B","AC014C","AC022A","AC024A","AC025A","AC026A","AC028A","AC029A","AC035A","AC042A","AC044A","AC046A","AC048A","AC142A","AC148A","AC152A","AC9964","AC9968","AC9969","AC9974","AC9975","AC9996","AC9997","AC9999","AM011A","AS001A","AS003A","AU001A","AU002A","AU004A","AU004B","AU004D","AU005B","AU005D","AU005E","AU005J","AU010A","AU010B","AU014A","AU023A","AU034A","AU9990","AU9991","AU9999","BR001A","BR003A","BR006A","BR9997","BR9999","CA002A","CA005A","CM004A","CM009A","CM010A","CM013A","CM014A","CM015A","CM017A","CM019A","CM020A","CM022A","CM031A","CM043A","CM047A","CM048A","CM052A","CM070A","CM103A","CM9999","CO001A","CY001A","CY004A","CY006A","CY006D","CY010A","CY019A","CY9988","CY9999","DE001A","DP9999","DT001A","DT002A","EU002A","EU002B","EU002C","EU002D","EU002E","EU002K","EU003A","EU004A","EU007A","EU008A","EU009A","EU009C","EU009F","EU011A","EU013A","EU014A","EU015A","EU015B","EU016A","EU017A","EU018A","EU019A","EU020A","EU025A","EU026A","EU027A","EU028A","EU028B","EU029A","EU031A","EU032A","EU040A","EU043A","EU045A","EU047A","EU048A","EU049A","EU049B","EU049D","EU050A","EU051A","EU051B","EU053B","EU056A","EU057A","EU058A","EU9960","EU9961","EU9962","EU9963","EU9964","EU9965","EU9974","EU9979","EU9995","EU9999","FR001A","FR002A","FR002C","FR005A","FR005D","FR006A","FR007A","FR009A","FR010A","FR013A","FR9991","FR9999","FU002A","FU002B","FU002D","FU002F","GO003A","GO004A","GO005A","GO006C","GO010A","GO014A","GO014B","GO9999","HN001A","KR001A","ME019A","MR001A","NA001A","NA002A","NA003A","NA003B","NA005A","NA006A","NA006B","NA007A","NA013A","NA014A","NA015A","NA032A","NA033A","NA036A","NA037A","NA039A","NA040A","NA042A","NA044A","NA045A","NA046A","NA048A","NA068A","NA086A","NA099A","NA115A","NA133A","NA135A","NA140A","NA156A","NA158A","NA167A","NA738A","NA9955","NA9963","NA9968","NA9995","NA9999","NE003A","NE003C","NE003D","NE004A","NE006A","NE020A","NE9999","NI001A","NI002A","NI005A","NI008A","NI009A","NI017A","NI020B","NI025A","NI027A","NI9999","PE002A","PI002A","PI005A","PI007A","PI008A","PI011A","PI012A","PI015A","PI016A","PI017A","PI018A","PI019A","PI020A","PI022A","PI022B","PI023A","PI026A","PI027A","PI030A","PI9995","PI9999","RH003A","RZ011A","SA001A","SA001B","SA003A","SA005A","SA9999","SE001A","SP002A","ST010A","SU004A","SU005A","SU006A","SU016A","SU9999","SY002A","SY003A","SY010A","SY9999","TA001A","TA001B","TA001D","TA003A","TA003B","TA004A","TA005A","TA9999","TE001A"
"arr2002",0,0,0,0,0.392927,22.5933,0,0,0,0.785855,0,0,0,0.982318,0,3.53635,0,0,0,0,0,0.196464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.71513,0,5.30452,0,0,0,0,0,0,0.392927,0,0,0,0,0,0,0,0,0,0,2.1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589391,0,0,0.196464,0,0,0,0,0,0.589391,0,0,0.196464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.10806,0.392927,0.392927,0,0,0,0,3.53635,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55403,0,0,0,0,1.96464,0,1.37525,0,0,0,0,0,0,5.89391,0,0,0.196464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37525,0,0,0,0,0,0,0,5.69745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9489,0,0,0,0,0,0,0,0
"blu1992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304347826,1.52173913043478,0,0,0,0,0,0,0.652173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304347826,0.869565217391304,0,0,0,0,0,0.217391304347826,0.217391304347826,0,0,0,0.869565217391304,0,0,0.869565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217391304347826,0,0.869565217391304,1.95652173913044,2.17391304347826,0,0,0,0,0,0,0,0.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52173913043478,0,0.217391304347826,0,0,0,0,0,0,0,0,0,0,7.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869565217391304,4.56521739130435,0,0,0,0,0,0,0,0,0,0,0,0.217391304347826,0,0,0,0,0,0,0,0,0,0,0,0.217391304347826,0,0,0,0,0.217391304347826,0,0.869565217391304,0,0,3.47826086956522,0,0,0,0,0.217391304347826,0,0,0,0,0.217391304347826,0,0,0,0,0,0,0,3.47826086956522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60869565217391,0,57.6086956521739,0.217391304347826,0,0
"blu1993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201612903225806,1.61290322580645,0,0,0,0,0,0,1.20967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201612903225806,0,0.403225806451613,0,0,1.41129032258065,0,0,1.20967741935484,1.20967741935484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201612903225806,0,0.403225806451613,3.2258064516129,3.0241935483871,0,0,0,0,0.201612903225806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4516129032258,0,0.201612903225806,0,0,0,0,0,0,0,0,0,0,7.86290322580645,0,0,0,0,0,0,0.403225806451613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00806451612903,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201612903225806,0,0.403225806451613,0,0,0.60483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806451612903226,0,0,0,0,0.60483870967742,0,0,0,0,0,0,0,0,0,3.83064516129032,0,56.0483870967742,0,0,0
"blu1994",0,0,0,0,0,0,0,0,0,0.218818380743982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62582056892779,0,0,0,0,0,0,0.656455142231947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437636761487965,0,0,0,0.437636761487965,0,0.437636761487965,0,0,1.53172866520788,0,0,0.656455142231947,1.31291028446389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437636761487965,0,0.218818380743982,2.40700218818381,2.84463894967177,0,0,0,0,0,0,0,0.218818380743982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65864332603939,0,0.218818380743982,0,0,0,0,0,0,0,0,2.18818380743982,0,5.25164113785558,0,0,0,0,0,0,0.437636761487965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437636761487965,0,0,0,0,0,2.62582056892779,8.97155361050328,0,0,0,0,0,0.218818380743982,0,0,0,0,0,0.218818380743982,0,0,0.218818380743982,0,0,0,0,0,0,0,0,0.87527352297593,0,0,0,0,1.96936542669584,0.218818380743982,0,0,0,0.656455142231947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218818380743982,0,0,0,0,0,0,0,0,0,3.93873085339168,0,49.2341356673961,0,0,0
"blu1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395256916996047,1.77865612648221,0,0,0,0.197628458498024,0,0,3.95256916996047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,0,0,0,0.197628458498024,0.197628458498024,0.988142292490119,0,0,1.97628458498024,0,0,1.58102766798419,0.592885375494071,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38339920948617,0,0,2.56916996047431,2.76679841897233,0.395256916996047,0.197628458498024,0,0,0.197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.92885375494071,0,0.197628458498024,0,0,0,0,0,0,0,0,0.988142292490119,0,2.96442687747036,0,0,0,0,0,0,0.790513833992095,0.197628458498024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395256916996047,0,0,0,0,0,7.31225296442688,10.2766798418972,0,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,0,0,0.395256916996047,0,0,0,0,0.988142292490119,0,0,0,0.395256916996047,0,0,0,0,0,0.592885375494071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197628458498024,0,0,5.33596837944664,0,43.0830039525692,0,0,0
"blu1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6319612590799,0,0,0,0,0,0,5.81113801452785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484261501210654,0,0,0,0,0,0,0,0.484261501210654,0,0,0,0,0.968523002421308,0,0,2.42130750605327,0.968523002421308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968523002421308,3.87409200968523,6.77966101694915,0,0,0,0,0,0,0,0,0,0,0,0.242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6222760290557,0,0,0,0,0,0,0,0,0,0,0,0,8.71670702179177,0,0,0,0,0,0,0.484261501210654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484261501210654,0,0,0,0,0,2.90556900726392,13.5593220338983,0,0,0,0,0,0,0,0,0,0,0,0.242130750605327,0,0,0,0,0,0,0,0,0,0,0,0.968523002421308,0,0,0,0,0,0,0,0,0,2.42130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38983050847458,0,0,0,0,0.726392251815981,0,0,0,0,0,0,0,0,0,8.23244552058111,0,19.6125907990315,0,0,0
"blu1997",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98507462686567,0,0,0,0,0,0,2.13219616204691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426439232409382,0,0,0,0,0,0,0,0.426439232409382,0,0.426439232409382,0,0,1.49253731343284,0,0,2.55863539445629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426439232409382,1.91897654584222,1.27931769722815,0,0,0,0,0,0.426439232409382,0,0.639658848614073,0,0,0,1.70575692963753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.97014925373134,0,0,0,0,0,0,0,0,0,0,0,0,10.0213219616205,0,0,0,0,0,0,0.426439232409382,0.213219616204691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.426439232409382,0,0,0,0,0,2.55863539445629,11.5138592750533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213219616204691,0,0,0,0,0.213219616204691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213219616204691,0,0,0,0,0,0,0,0.426439232409382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0874200426439,0,39.8720682302772,0,0,0
"blu1998",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199203187250996,0,3.18725099601594,0,0,0,0,0,0,3.18725099601594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398406374501992,0,0,1.19521912350598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398406374501992,0,0,2.58964143426295,3.18725099601594,0,0,0,0,0,0,0,0.398406374501992,0,0,0,0.398406374501992,0,0,0,0,0,0,0,0.398406374501992,0,0,0,0,0,0,0,0,0,0,0,0,2.78884462151394,1.19521912350598,0,2.58964143426295,0,0,0,0,0,0,0,0,0,0,9.36254980079681,0,0,0,0,0,0,0.398406374501992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597609561752988,0,0,0,0,0,3.38645418326693,15.9362549800797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99601593625498,0,0,0,0,0,0,0,0,0,3.58565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96812749003984,0,0,0,0,0,0,0,0,0.597609561752988,0,0,0.597609561752988,0,0,5.1792828685259,0,29.2828685258964,0,0,0
"blu1999",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88323917137476,0,0,0,0,0,0,3.2015065913371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.50659133709981,0,0,0.564971751412429,0,0,0.753295668549906,1.88323917137476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.88323917137476,0.753295668549906,0.188323917137476,0,0,0,0,0,0,0,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0.188323917137476,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96798493408663,0,0,0,0,0,0,0,0,0,0,0,0,9.03954802259887,0,0,0,0,0,0,0.376647834274953,0,0,0,0,0,0,1.31826741996234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44821092278719,11.2994350282486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31826741996234,0,0,0,0,0,0,0,0,0,0,0,0,1.31826741996234,0,0,0,0,0,0,0,8.47457627118644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2015065913371,0,41.0546139359699,0,0,0
"blu2000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58252427184466,3.10679611650485,0,0,0,0,0,0,1.55339805825243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194174757281553,0,0,0,0,0,0,0,0,0,0.388349514563107,0,0,0,0,0,0.58252427184466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194174757281553,3.68932038834951,3.49514563106796,0,0,0,0,0,0,0,0.194174757281553,0,0,0,0,0,0,0,0,0,0,0,1.94174757281553,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01941747572816,0,0.776699029126214,0,0,0,0,0,0,0,0,0,0,9.90291262135922,0,0,0,0,0,0,1.16504854368932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.10679611650485,7.76699029126214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55339805825243,0,0,0,0,0,0,0,0,0,0.388349514563107,0,0,0,0.194174757281553,0.194174757281553,0,0,0,0,0.776699029126214,0,0,0,0,0,0,0,13.5922330097087,0,0,0,0,0.388349514563107,0,0,0,0,0,0,0.194174757281553,0,0,2.52427184466019,0,35.5339805825243,0,0,0
"blu2001",0,0,0,0,0,0,0,0,0,0.186219739292365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37243947858473,0,3.91061452513966,0,0,0,0,0,0,1.86219739292365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37243947858473,0,0,0,0,0,0,0,0.37243947858473,0,4.46927374301676,0,0,0,0,0,0.931098696461825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02793296089385,0.931098696461825,0,0,0,0,0,0.37243947858473,0,0.186219739292365,0,0,0,0,0,0,0,0,0,0,0,0.37243947858473,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75232774674116,0,0.186219739292365,0,0,0,0,0,0,0,0,0,0,11.3594040968343,0,0,0,0,0,0,0.37243947858473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53817504655493,11.1731843575419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931098696461825,0,0,0,0,0,0,0,0,0,0.37243947858473,0,0,0,0.931098696461825,0,0,0,0,0,0.186219739292365,0,0,0,0,0,0,0,19.1806331471136,0,0,0,0,0.558659217877095,0,0,0,0,0,0,0,0,0,2.60707635009311,0.37243947858473,20.1117318435754,0,0,0
"blu2002",0,0,0,0,0,0.347222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.72916666666667,0,0,0,0,0,0,2.43055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347222222222222,0,0,0,0,0,0.520833333333333,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173611111111111,5.90277777777778,2.43055555555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0.868055555555556,5.90277777777778,0,0,0,0,0,0,0,0,0,0,0,0,13.8888888888889,0,0,0,0,0,0,1.04166666666667,0,0,0,0,0,0,1.90972222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173611111111111,11.6319444444444,0,0,0,0,0,0,0,0,0,0,0,0,0.173611111111111,0,0,0,0,0,0,0,0,0,0,1.04166666666667,0,0,0,0,0,0,0,0,0,0.173611111111111,0,0,0,0,0,0,0,0,0,0.520833333333333,0,0,0,0,0,0,0,23.2638888888889,0,0,0,0,0.173611111111111,0,0,0,0,0,0,0,0,0,1.90972222222222,0,16.4930555555556,0,0,0
"blu2003",0,0,0,0,0,0,0,0,0,0.382409177820268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764818355640535,6.30975143403442,0,0,0,0,0,0,2.48565965583174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33843212237094,0,0,1.14722753346080,0,0,0.95602294455067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82409177820268,3.25047801147228,0,0,0,0,1.72084130019120,0,0,0,0.382409177820268,0,0,0,0,0,0,0,0,0,0,0.382409177820268,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97131931166348,0,1.91204588910134,0,0,0,0,0,0,0,0,0,0,5.54493307839388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.573613766730402,0,2.48565965583174,9.5602294455067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382409177820268,0,0,0,0,0,0,0,0,0,1.72084130019120,0,0,0,0,0,0,0,0,0,0.573613766730402,0,0,0,0,0,0,0,30.7839388145315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10325047801147,0,16.4435946462715,0,0,0
"blu2004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391389432485323,4.69667318982387,0,0,0,0,0,0,4.50097847358121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195694716242661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391389432485323,0,0,0.195694716242661,0,0,0.195694716242661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391389432485323,0,0,6.0665362035225,0.587084148727984,0,0,0,0,0,0,0,0.391389432485323,0,0,0,0,0,0,0,0,0,0,0,0.978473581213307,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69667318982387,0,2.73972602739726,0,0,0,0,0,0,0,0,0,0,5.47945205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,3.52250489236791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.04500978473581,0,0,0,0,0,0,0,0,0,0,0,0,0.195694716242661,0,0,0,0,0,0,0,0,0,0,2.73972602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9412915851272,0,0,0,0,0.391389432485323,0,0,0,0,0,0,0,0,0,0.782778864970646,0,23.4833659491194,0,0,0
"blu2005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,2.16535433070866,0,0,0,0,0,0,2.36220472440945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196850393700787,0,0,0.78740157480315,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75590551181102,1.18110236220472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78740157480315,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5748031496063,0,1.77165354330709,0,0,0,0,0,0,0,0,0,0,14.7637795275591,0,0,0,0,0,0,1.18110236220472,0,0,0,0,0,0,1.5748031496063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70866141732284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,0,0,0.78740157480315,0,0,0,0,0,0,0,0,0,0.393700787401575,0,0,0,0,0,0,0,46.2598425196850,0,0,0,0,0.196850393700787,0,0,0,0,0,0,0.196850393700787,0,0,0.984251968503937,0,13.1889763779528,0,0,0
"burnm1992",0,0,0,0,0.186219739292365,11.3594040968343,0,0,0,0,0,0.186219739292365,0,0,0,0,0,0,0,0,0,0,0,0.931098696461825,0,0.37243947858473,0,0,0,0,0,0.186219739292365,0,0,0,0,0,0,0,0,0,0,0,0.186219739292365,0,0,0,0,0,0,0.186219739292365,11.731843575419,0,2.42085661080074,0,0,0,0.186219739292365,1.30353817504655,0,0.186219739292365,0.37243947858473,0,0.74487895716946,0,0,0,0.37243947858473,0.74487895716946,0,0,1.11731843575419,1.30353817504655,0,0.186219739292365,0,0,0.74487895716946,0,2.79329608938547,18.9944134078212,0,0.74487895716946,0,0,0.558659217877095,0,0,0,0,1.30353817504655,0.37243947858473,0,0,0,0,0,0.186219739292365,0,0,0,0,0.186219739292365,0.37243947858473,0,0,0,0,0.558659217877095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74487895716946,0.37243947858473,1.11731843575419,0.186219739292365,0,0.186219739292365,0.74487895716946,0,0,0,0,0,0,0,0,0,0,0,0.186219739292365,0,0,1.86219739292365,0,0,0,0,12.6629422718808,0,0,0,0,0,0,0.74487895716946,0,4.09683426443203,0,0.558659217877095,0.186219739292365,1.11731843575419,0.186219739292365,0.186219739292365,0.186219739292365,0,0,0,0,0,0,0,0,0,0,1.11731843575419,0,0.558659217877095,0,0,0,0,0,0,0,0,0.37243947858473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37243947858473,0,0,0,0,0.186219739292365,0,0,0,1.30353817504655,1.11731843575419,0,0,0,0,0.186219739292365,0.931098696461825,0.74487895716946,1.30353817504655,0,0,0,0,0.37243947858473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37243947858473,0.37243947858473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186219739292365,2.60707635009311,0,1.48975791433892,0,0,0,0,0,0
"burnm1993",0,0.420168067226891,0.420168067226891,0.420168067226891,0.420168067226891,15.9663865546218,0,0,0.420168067226891,0,0,0.210084033613445,0,0,0,0,0,0,0.210084033613445,0,0,0,0,0.420168067226891,0,0.210084033613445,0,0,0,0,0.840336134453782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6470588235294,0.210084033613445,0.630252100840336,0,0,0,0,2.10084033613445,0,0.420168067226891,0,0,0,0,0.630252100840336,0,0,0.630252100840336,0.630252100840336,0.630252100840336,2.73109243697479,0.840336134453782,0,0,0.210084033613445,0,0,0,1.47058823529412,27.5210084033613,0.630252100840336,0,0,0,0.420168067226891,0,0,0,0.210084033613445,1.89075630252101,0.210084033613445,0,0,0,0,0,0.210084033613445,0,0,0,0,0,0.210084033613445,0,0,0,0,0.210084033613445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.840336134453782,0,0,0,0,0,0.210084033613445,0,0,0,0,0,0,0.210084033613445,0,0,0,0,0,0,0,0.840336134453782,0,0.210084033613445,0,0,2.73109243697479,0,0,0,0,0,0,0,0,2.94117647058824,0,0.210084033613445,0,0.630252100840336,0,0.210084033613445,0,0,0.210084033613445,0,0,0,0,0,0,0,0.210084033613445,0.420168067226891,0,0,0,0,0,0,0,0,0.420168067226891,0,0.210084033613445,0,0,0.210084033613445,0,0,0,0,0,0,0,0,0,0,0,0.420168067226891,0,0,0,0,0,0,0,0.210084033613445,0,0,0,0,0,0,0,0,1.05042016806723,1.68067226890756,0,0,0,0,0,0,1.05042016806723,1.89075630252101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210084033613445,0,0,0,0.210084033613445,0,0,0,0.210084033613445,0,0,0,0,0,0,0,0,0,0.210084033613445,0,0,0.210084033613445,0,0,1.47058823529412,0,0,0,0,0.210084033613445,0,0,0
